budget,round,cust,fit
15,2,12,-220
15,2,12,-167
15,2,12,-250
15,2,12,-206
15,2,12,-172
15,2,12,-222
15,2,12,-235
15,2,12,-252
15,2,12,-233
15,2,12,-228
15,2,12,-230
15,2,12,-240
15,2,12,-232
15,2,12,-187
15,2,12,-208
15,2,12,-220
15,2,12,-216
15,2,12,-205
15,2,12,-225
15,2,12,-275
15,2,12,-274
15,2,12,-258
15,2,12,-238
15,2,12,-200
15,2,12,-232
15,2,12,-217
15,2,12,-207
15,2,12,-224
15,2,12,-237
15,2,12,-234
15,2,13,-214
15,2,13,-242
15,2,13,-202
15,2,13,-228
15,2,13,-267
15,2,13,-240
15,2,13,-231
15,2,13,-268
15,2,13,-241
15,2,13,-233
15,2,13,-229
15,2,13,-260
15,2,13,-237
15,2,13,-209
15,2,13,-283
15,2,13,-214
15,2,13,-216
15,2,13,-248
15,2,13,-239
15,2,13,-260
15,2,13,-243
15,2,13,-252
15,2,13,-180
15,2,13,-284
15,2,13,-217
15,2,13,-256
15,2,13,-240
15,2,13,-270
15,2,13,-251
15,2,13,-229
15,2,13,-238
15,2,13,-261
15,2,13,-251
15,2,13,-284
15,2,13,-250
15,2,13,-184
15,2,13,-215
15,2,13,-240
15,2,13,-215
15,2,13,-261
15,2,13,-189
15,2,13,-251
15,2,13,-249
15,2,13,-248
15,2,13,-219
15,2,13,-245
15,2,13,-186
15,2,13,-223
15,2,13,-244
15,2,13,-238
15,2,13,-272
15,2,13,-264
15,2,13,-249
15,2,13,-296
15,2,13,-204
15,2,13,-237
15,2,13,-247
15,2,13,-188
15,2,13,-189
15,2,13,-224
15,2,13,-265
15,2,13,-250
15,2,13,-231
15,2,13,-234
15,2,13,-199
15,2,13,-190
15,2,13,-218
15,2,13,-227
15,2,13,-268
15,2,13,-267
15,2,13,-258
15,2,13,-274
15,2,13,-257
15,2,13,-216
15,2,13,-237
15,2,13,-220
15,2,13,-217
15,2,13,-201
15,2,13,-204
15,2,13,-227
15,2,13,-261
15,2,13,-246
15,2,13,-254
15,2,13,-234
15,2,13,-178
15,2,13,-190
15,2,13,-208
15,2,13,-255
15,2,13,-220
15,2,13,-222
15,2,13,-232
15,2,13,-245
15,2,13,-190
15,2,13,-234
15,2,13,-245
15,2,13,-186
15,2,13,-241
15,2,13,-276
15,2,13,-203
15,2,13,-233
15,2,14,-258
15,2,14,-264
15,2,14,-242
15,2,14,-284
15,2,14,-279
15,2,14,-247
15,2,14,-294
15,2,14,-312
15,2,14,-232
15,2,14,-222
15,2,14,-251
15,2,14,-293
15,2,14,-237
15,2,14,-258
15,2,14,-254
15,2,14,-250
15,2,14,-269
15,2,14,-221
15,2,14,-253
15,2,14,-201
15,2,14,-211
15,2,14,-316
15,2,14,-205
15,2,14,-225
15,2,14,-253
15,2,14,-210
15,2,14,-287
15,2,14,-266
15,2,14,-279
15,2,14,-248
15,2,14,-282
15,2,14,-215
15,2,14,-243
15,2,14,-219
15,2,14,-231
15,2,14,-270
15,2,14,-277
15,2,14,-248
15,2,14,-265
15,2,14,-205
15,2,14,-232
15,2,14,-238
15,2,14,-280
15,2,14,-213
15,2,14,-252
15,2,14,-228
15,2,14,-226
15,2,14,-259
15,2,14,-255
15,2,14,-260
15,2,14,-205
15,2,14,-240
15,2,14,-299
15,2,14,-287
15,2,14,-249
15,2,14,-256
15,2,14,-252
15,2,14,-251
15,2,14,-287
15,2,14,-244
15,2,14,-271
15,2,14,-265
15,2,14,-191
15,2,14,-248
15,2,14,-272
15,2,14,-241
15,2,14,-239
15,2,14,-235
15,2,14,-259
15,2,14,-303
15,2,14,-278
15,2,14,-231
15,2,14,-263
15,2,14,-290
15,2,14,-242
15,2,14,-268
15,2,14,-249
15,2,14,-245
15,2,14,-233
15,2,14,-267
15,2,14,-188
15,2,14,-302
15,2,14,-235
15,2,14,-243
15,2,14,-204
15,2,14,-243
15,2,14,-276
15,2,14,-248
15,2,14,-268
15,2,14,-251
15,2,14,-268
15,2,14,-263
15,2,14,-267
15,2,14,-263
15,2,14,-227
15,2,14,-293
15,2,14,-264
15,2,14,-232
15,2,14,-289
15,2,14,-224
15,2,15,-259
15,2,15,-268
15,2,15,-220
15,2,15,-276
15,2,15,-308
15,2,15,-297
15,2,15,-275
15,2,15,-277
15,2,15,-264
15,2,15,-309
15,2,15,-256
15,2,15,-258
15,2,15,-304
15,2,15,-253
15,2,15,-299
15,2,15,-248
15,2,15,-293
15,2,15,-210
15,2,15,-249
15,2,15,-255
15,2,15,-268
15,2,15,-297
15,2,15,-304
15,2,15,-291
15,2,15,-255
15,2,15,-257
15,2,15,-230
15,2,15,-263
15,2,15,-266
15,2,15,-295
15,2,15,-235
15,2,15,-292
15,2,15,-279
15,2,15,-184
15,2,15,-242
15,2,15,-271
15,2,15,-233
15,2,15,-306
15,2,15,-247
15,2,15,-247
15,2,15,-259
15,2,15,-283
15,2,15,-275
15,2,15,-241
15,2,15,-293
15,2,15,-207
15,2,15,-237
15,2,15,-269
15,2,15,-295
15,2,15,-258
15,2,15,-302
15,2,15,-233
15,2,15,-264
15,2,15,-256
15,2,15,-291
15,2,15,-303
15,2,15,-268
15,2,15,-254
15,2,15,-210
15,2,15,-256
15,2,15,-274
15,2,15,-254
15,2,15,-239
15,2,15,-257
15,2,15,-249
15,2,15,-275
15,2,15,-247
15,2,15,-245
15,2,15,-283
15,2,15,-268
15,2,15,-304
15,2,15,-276
15,2,15,-283
15,2,15,-258
15,2,15,-272
15,2,15,-246
15,2,15,-259
15,2,15,-248
15,2,15,-294
15,2,15,-270
15,2,15,-252
15,2,15,-276
15,2,15,-279
15,2,15,-221
15,2,15,-277
15,2,15,-254
15,2,15,-264
15,2,15,-292
15,2,15,-249
15,2,15,-267
15,2,15,-260
15,2,15,-293
15,2,15,-258
15,2,15,-281
15,2,15,-255
15,2,15,-275
15,2,15,-282
15,2,15,-284
15,2,15,-261
15,2,15,-276
15,2,16,-285
15,2,16,-272
15,2,16,-261
15,2,16,-312
15,2,16,-264
15,2,16,-263
15,2,16,-256
15,2,16,-247
15,2,16,-239
15,2,16,-258
15,2,16,-267
15,2,16,-274
15,2,16,-308
15,2,16,-301
15,2,16,-272
15,2,16,-281
15,2,16,-298
15,2,16,-264
15,2,16,-245
15,2,16,-249
15,2,16,-258
15,2,16,-308
15,2,16,-278
15,2,16,-317
15,2,16,-242
15,2,16,-306
15,2,16,-317
15,2,16,-265
15,2,16,-312
15,2,16,-323
15,2,16,-295
15,2,16,-291
15,2,16,-282
15,2,16,-308
15,2,16,-284
15,2,16,-264
15,2,16,-222
15,2,16,-308
15,2,16,-298
15,2,16,-313
15,2,16,-297
15,2,16,-267
15,2,16,-338
15,2,16,-331
15,2,16,-288
15,2,16,-284
15,2,16,-294
15,2,16,-278
15,2,16,-270
15,2,16,-297
15,2,16,-245
15,2,16,-279
15,2,16,-283
15,2,16,-310
15,2,16,-259
15,2,16,-269
15,2,16,-288
15,2,16,-300
15,2,16,-300
15,2,16,-292
15,2,16,-280
15,2,16,-300
15,2,16,-279
15,2,16,-297
15,2,16,-254
15,2,16,-301
15,2,16,-232
15,2,16,-316
15,2,16,-243
15,2,16,-293
15,2,16,-256
15,2,16,-281
15,2,16,-248
15,2,16,-315
15,2,16,-248
15,2,16,-269
15,2,16,-291
15,2,16,-276
15,2,16,-317
15,2,16,-309
15,2,16,-272
15,2,16,-298
15,2,16,-238
15,2,16,-258
15,2,16,-288
15,2,16,-277
15,2,16,-296
15,2,16,-293
15,2,16,-283
15,2,16,-242
15,2,16,-319
15,2,16,-285
15,2,16,-240
15,2,16,-234
15,2,16,-279
15,2,16,-250
15,2,16,-315
15,2,16,-275
15,2,16,-276
15,2,16,-264
15,2,17,-284
15,2,17,-294
15,2,17,-275
15,2,17,-295
15,2,17,-305
15,2,17,-308
15,2,17,-261
15,2,17,-257
15,2,17,-269
15,2,17,-336
15,2,17,-308
15,2,17,-288
15,2,17,-303
15,2,17,-294
15,2,17,-282
15,2,17,-338
15,2,17,-235
15,2,17,-285
15,2,17,-269
15,2,17,-270
15,2,17,-284
15,2,17,-308
15,2,17,-257
15,2,17,-257
15,2,17,-337
15,2,17,-257
15,2,17,-286
15,2,17,-269
15,2,17,-270
15,2,17,-280
15,2,17,-280
15,2,17,-266
15,2,17,-305
15,2,17,-258
15,2,17,-306
15,2,17,-317
15,2,17,-276
15,2,17,-296
15,2,17,-262
15,2,17,-289
15,2,17,-315
15,2,17,-284
15,2,17,-288
15,2,17,-304
15,2,17,-289
15,2,17,-311
15,2,17,-289
15,2,17,-258
15,2,17,-277
15,2,17,-301
15,2,17,-277
15,2,17,-313
15,2,17,-308
15,2,17,-272
15,2,17,-255
15,2,17,-320
15,2,17,-305
15,2,17,-284
15,2,17,-292
15,2,17,-282
15,2,17,-284
15,2,17,-338
15,2,17,-293
15,2,17,-273
15,2,17,-281
15,2,17,-301
15,2,17,-273
15,2,17,-249
15,2,17,-243
15,2,17,-261
15,2,17,-286
15,2,17,-320
15,2,17,-287
15,2,17,-278
15,2,17,-302
15,2,17,-294
15,2,17,-262
15,2,17,-250
15,2,17,-292
15,2,17,-276
15,2,17,-269
15,2,17,-326
15,2,17,-274
15,2,17,-279
15,2,17,-294
15,2,17,-326
15,2,17,-284
15,2,17,-321
15,2,17,-323
15,2,17,-319
15,2,17,-257
15,2,17,-239
15,2,17,-340
15,2,17,-304
15,2,17,-257
15,2,17,-327
15,2,17,-333
15,2,17,-234
15,2,17,-322
15,2,17,-296
15,2,18,-258
15,2,18,-292
15,2,18,-288
15,2,18,-325
15,2,18,-301
15,2,18,-327
15,2,18,-326
15,2,18,-310
15,2,18,-331
15,2,18,-281
15,2,18,-318
15,2,18,-261
15,2,18,-312
15,2,18,-312
15,2,18,-298
15,2,18,-292
15,2,18,-321
15,2,18,-292
15,2,18,-291
15,2,18,-287
15,2,18,-310
15,2,18,-271
15,2,18,-292
15,2,18,-326
15,2,18,-328
15,2,18,-356
15,2,18,-302
15,2,18,-314
15,2,18,-279
15,2,18,-296
15,2,18,-289
15,2,18,-327
15,2,18,-281
15,2,18,-362
15,2,18,-341
15,2,18,-268
15,2,18,-273
15,2,18,-281
15,2,18,-283
15,2,18,-274
15,2,18,-312
15,2,18,-301
15,2,18,-316
15,2,18,-255
15,2,18,-302
15,2,18,-279
15,2,18,-306
15,2,18,-309
15,2,18,-337
15,2,18,-298
15,2,18,-320
15,2,18,-289
15,2,18,-303
15,2,18,-301
15,2,18,-263
15,2,18,-283
15,2,18,-266
15,2,18,-335
15,2,18,-300
15,2,18,-336
15,2,18,-274
15,2,18,-305
15,2,18,-291
15,2,18,-323
15,2,18,-287
15,2,18,-309
15,2,18,-338
15,2,18,-313
15,2,18,-356
15,2,18,-300
15,2,18,-318
15,2,18,-279
15,2,18,-262
15,2,18,-267
15,2,18,-340
15,2,18,-295
15,2,18,-307
15,2,18,-315
15,2,18,-304
15,2,18,-314
15,2,18,-315
15,2,18,-305
15,2,18,-343
15,2,18,-282
15,2,18,-324
15,2,18,-307
15,2,18,-309
15,2,18,-290
15,2,18,-346
15,2,18,-291
15,2,18,-269
15,2,18,-284
15,2,18,-246
15,2,18,-331
15,2,18,-317
15,2,18,-273
15,2,18,-343
15,2,18,-338
15,2,18,-294
15,2,18,-326
15,2,19,-316
15,2,19,-304
15,2,19,-318
15,2,19,-306
15,2,19,-277
15,2,19,-307
15,2,19,-278
15,2,19,-312
15,2,19,-282
15,2,19,-351
15,2,19,-351
15,2,19,-322
15,2,19,-284
15,2,19,-304
15,2,19,-307
15,2,19,-294
15,2,19,-313
15,2,19,-287
15,2,19,-322
15,2,19,-258
15,2,19,-267
15,2,19,-289
15,2,19,-359
15,2,19,-322
15,2,19,-373
15,2,19,-299
15,2,19,-338
15,2,19,-349
15,2,19,-314
15,2,19,-341
15,2,19,-288
15,2,19,-310
15,2,19,-290
15,2,19,-295
15,2,19,-270
15,2,19,-357
15,2,19,-305
15,2,19,-284
15,2,19,-314
15,2,19,-338
15,2,19,-315
15,2,19,-300
15,2,19,-324
15,2,19,-280
15,2,19,-323
15,2,19,-304
15,2,19,-316
15,2,19,-313
15,2,19,-306
15,2,19,-315
15,2,19,-341
15,2,19,-309
15,2,19,-299
15,2,19,-300
15,2,19,-347
15,2,19,-289
15,2,19,-321
15,2,19,-277
15,2,19,-344
15,2,19,-365
15,2,19,-364
15,2,19,-319
15,2,19,-319
15,2,19,-359
15,2,19,-355
15,2,19,-318
15,2,19,-321
15,2,19,-351
15,2,19,-284
15,2,19,-278
15,2,19,-272
15,2,19,-309
15,2,19,-345
15,2,19,-309
15,2,19,-315
15,2,19,-295
15,2,19,-332
15,2,19,-288
15,2,19,-307
15,2,19,-280
15,2,19,-308
15,2,19,-320
15,2,19,-314
15,2,19,-271
15,2,19,-315
15,2,19,-314
15,2,19,-350
15,2,19,-317
15,2,19,-334
15,2,19,-282
15,2,19,-312
15,2,19,-330
15,2,19,-272
15,2,19,-265
15,2,19,-282
15,2,19,-316
15,2,19,-315
15,2,19,-331
15,2,19,-308
15,2,19,-332
15,2,20,-321
15,2,20,-340
15,2,20,-306
15,2,20,-340
15,2,20,-325
15,2,20,-334
15,2,20,-280
15,2,20,-348
15,2,20,-330
15,2,20,-298
15,2,20,-296
15,2,20,-332
15,2,20,-331
15,2,20,-344
15,2,20,-347
15,2,20,-322
15,2,20,-275
15,2,20,-336
15,2,20,-371
15,2,20,-337
15,2,20,-311
15,2,20,-277
15,2,20,-321
15,2,20,-330
15,2,20,-283
15,2,20,-324
15,2,20,-299
15,2,20,-306
15,2,20,-331
15,2,20,-340
15,2,20,-317
15,2,20,-339
15,2,20,-352
15,2,20,-311
15,2,20,-297
15,2,20,-345
15,2,20,-326
15,2,20,-379
15,2,20,-331
15,2,20,-339
15,2,20,-315
15,2,20,-368
15,2,20,-302
15,2,20,-338
15,2,20,-342
15,2,20,-309
15,2,20,-310
15,2,20,-306
15,2,20,-332
15,2,20,-332
15,2,20,-280
15,2,20,-361
15,2,20,-318
15,2,20,-348
15,2,20,-345
15,2,20,-314
15,2,20,-321
15,2,20,-294
15,2,20,-295
15,2,20,-290
15,2,20,-323
15,2,20,-327
15,2,20,-316
15,2,20,-316
15,2,20,-280
15,2,20,-328
15,2,20,-268
15,2,20,-315
15,2,20,-334
15,2,20,-317
15,2,20,-343
15,2,20,-346
15,2,20,-332
15,2,20,-300
15,2,20,-337
15,2,20,-342
15,2,20,-325
15,2,20,-341
15,2,20,-287
15,2,20,-279
15,2,20,-343
15,2,20,-332
15,2,20,-354
15,2,20,-328
15,2,20,-339
15,2,20,-300
15,2,20,-322
15,2,20,-291
15,2,20,-359
15,2,20,-334
15,2,20,-304
15,2,20,-327
15,2,20,-286
15,2,20,-341
15,2,20,-326
15,2,20,-314
15,2,20,-315
15,2,20,-330
15,2,20,-303
15,2,20,-329
15,2,21,-336
15,2,21,-356
15,2,21,-350
15,2,21,-343
15,2,21,-363
15,2,21,-343
15,2,21,-343
15,2,21,-391
15,2,21,-381
15,2,21,-327
15,2,21,-318
15,2,21,-292
15,2,21,-333
15,2,21,-379
15,2,21,-376
15,2,21,-364
15,2,21,-345
15,2,21,-326
15,2,21,-335
15,2,21,-352
15,2,21,-313
15,2,21,-328
15,2,21,-327
15,2,21,-330
15,2,21,-350
15,2,21,-379
15,2,21,-331
15,2,21,-331
15,2,21,-357
15,2,21,-375
15,2,21,-353
15,2,21,-367
15,2,21,-310
15,2,21,-354
15,2,21,-350
15,2,21,-369
15,2,21,-338
15,2,21,-318
15,2,21,-325
15,2,21,-335
15,2,21,-323
15,2,21,-367
15,2,21,-315
15,2,21,-311
15,2,21,-361
15,2,21,-332
15,2,21,-314
15,2,21,-352
15,2,21,-304
15,2,21,-344
15,2,21,-379
15,2,21,-334
15,2,21,-340
15,2,21,-299
15,2,21,-332
15,2,21,-377
15,2,21,-336
15,2,21,-299
15,2,21,-323
15,2,21,-321
15,2,21,-334
15,2,21,-333
15,2,21,-326
15,2,21,-358
15,2,21,-296
15,2,21,-335
15,2,21,-372
15,2,21,-360
15,2,21,-348
15,2,21,-281
15,2,21,-329
15,2,21,-319
15,2,21,-338
15,2,21,-292
15,2,21,-277
15,2,21,-338
15,2,21,-347
15,2,21,-367
15,2,21,-369
15,2,21,-325
15,2,21,-335
15,2,21,-322
15,2,21,-353
15,2,21,-358
15,2,21,-336
15,2,21,-350
15,2,21,-323
15,2,21,-352
15,2,21,-304
15,2,21,-334
15,2,21,-338
15,2,21,-370
15,2,21,-299
15,2,21,-329
15,2,21,-331
15,2,21,-321
15,2,21,-297
15,2,21,-296
15,2,21,-294
15,2,21,-317
15,2,22,-364
15,2,22,-353
15,2,22,-345
15,2,22,-404
15,2,22,-370
15,2,22,-378
15,2,22,-377
15,2,22,-336
15,2,22,-345
15,2,22,-336
15,2,22,-365
15,2,22,-361
15,2,22,-298
15,2,22,-305
15,2,22,-311
15,2,22,-365
15,2,22,-352
15,2,22,-363
15,2,22,-322
15,2,22,-335
15,2,22,-341
15,2,22,-343
15,2,22,-339
15,2,22,-340
15,2,22,-319
15,2,22,-318
15,2,22,-365
15,2,22,-310
15,2,22,-310
15,2,22,-329
15,2,22,-366
15,2,22,-342
15,2,22,-355
15,2,22,-374
15,2,22,-370
15,2,22,-368
15,2,22,-395
15,2,22,-278
15,2,22,-367
15,2,22,-347
15,2,22,-349
15,2,22,-319
15,2,22,-280
15,2,22,-356
15,2,22,-339
15,2,22,-354
15,2,22,-376
15,2,22,-360
15,2,22,-318
15,2,22,-370
15,2,22,-290
15,2,22,-355
15,2,22,-309
15,2,22,-378
15,2,22,-326
15,2,22,-347
15,2,22,-302
15,2,22,-393
15,2,22,-372
15,2,22,-341
15,2,22,-378
15,2,22,-334
15,2,22,-372
15,2,22,-352
15,2,22,-349
15,2,22,-366
15,2,22,-343
15,2,22,-344
15,2,22,-318
15,2,22,-337
15,2,22,-341
15,2,22,-318
15,2,22,-349
15,2,22,-393
15,2,22,-327
15,2,22,-323
15,2,22,-330
15,2,22,-274
15,2,22,-354
15,2,22,-294
15,2,22,-328
15,2,22,-362
15,2,22,-339
15,2,22,-350
15,2,22,-312
15,2,22,-343
15,2,22,-329
15,2,22,-354
15,2,22,-351
15,2,22,-362
15,2,22,-316
15,2,22,-363
15,2,22,-325
15,2,22,-343
15,2,22,-332
15,2,22,-334
15,2,22,-383
15,2,22,-328
15,2,22,-322
15,2,22,-365
15,2,23,-335
15,2,23,-368
15,2,23,-312
15,2,23,-349
15,2,23,-340
15,2,23,-309
15,2,23,-321
15,2,23,-345
15,2,23,-408
15,2,23,-319
15,2,23,-354
15,2,23,-366
15,2,23,-342
15,2,23,-400
15,2,23,-376
15,2,23,-371
15,2,23,-301
15,2,23,-386
15,2,23,-343
15,2,23,-308
15,2,23,-392
15,2,23,-305
15,2,23,-352
15,2,23,-305
15,2,23,-364
15,2,23,-362
15,2,23,-368
15,2,23,-385
15,2,23,-376
15,2,23,-309
15,2,23,-398
15,2,23,-365
15,2,23,-359
15,2,23,-356
15,2,23,-334
15,2,23,-377
15,2,23,-365
15,2,23,-344
15,2,23,-336
15,2,23,-329
15,2,23,-345
15,2,23,-372
15,2,23,-340
15,2,23,-363
15,2,23,-371
15,2,23,-372
15,2,23,-396
15,2,23,-369
15,2,23,-360
15,2,23,-341
15,2,23,-309
15,2,23,-335
15,2,23,-395
15,2,23,-325
15,2,23,-314
15,2,23,-347
15,2,23,-376
15,2,23,-386
15,2,23,-379
15,2,23,-350
15,2,23,-334
15,2,23,-344
15,2,23,-328
15,2,23,-351
15,2,23,-334
15,2,23,-328
15,2,23,-318
15,2,23,-363
15,2,23,-302
15,2,23,-327
15,2,23,-338
15,2,23,-365
15,2,23,-349
15,2,23,-366
15,2,23,-388
15,2,23,-382
15,2,23,-328
15,2,23,-367
15,2,23,-369
15,2,23,-309
15,2,23,-364
15,2,23,-355
15,2,23,-320
15,2,23,-362
15,2,23,-364
15,2,23,-388
15,2,23,-365
15,2,23,-388
15,2,23,-357
15,2,23,-374
15,2,23,-383
15,2,23,-382
15,2,23,-356
15,2,23,-365
15,2,23,-355
15,2,23,-381
15,2,23,-367
15,2,23,-335
15,2,23,-316
15,2,23,-309
15,2,24,-414
15,2,24,-363
15,2,24,-334
15,2,24,-380
15,2,24,-349
15,2,24,-349
15,2,24,-417
15,2,24,-341
15,2,24,-386
15,2,24,-386
15,2,24,-359
15,2,24,-349
15,2,24,-317
15,2,24,-364
15,2,24,-331
15,2,24,-320
15,2,24,-384
15,2,24,-381
15,2,24,-351
15,2,24,-366
15,2,24,-361
15,2,24,-354
15,2,24,-397
15,2,24,-352
15,2,24,-373
15,2,24,-359
15,2,24,-330
15,2,24,-391
15,2,24,-335
15,2,24,-406
15,2,24,-393
15,2,24,-389
15,2,24,-364
15,2,24,-379
15,2,24,-364
15,2,24,-345
15,2,24,-354
15,2,24,-331
15,2,24,-336
15,2,24,-349
15,2,24,-392
15,2,24,-325
15,2,24,-361
15,2,24,-371
15,2,24,-363
15,2,24,-350
15,2,24,-358
15,2,24,-331
15,2,24,-357
15,2,24,-317
15,2,24,-327
15,2,24,-401
15,2,24,-326
15,2,24,-380
15,2,24,-325
15,2,24,-392
15,2,24,-392
15,2,24,-398
15,2,24,-390
15,2,24,-369
15,2,24,-369
15,2,24,-375
15,2,24,-366
15,2,24,-386
15,2,24,-350
15,2,24,-325
15,2,24,-370
15,2,24,-346
15,2,24,-376
15,2,24,-356
15,2,24,-362
15,2,24,-384
15,2,24,-371
15,2,24,-435
15,2,24,-375
15,2,24,-348
15,2,24,-372
15,2,24,-299
15,2,24,-350
15,2,24,-346
15,2,24,-311
15,2,24,-413
15,2,24,-394
15,2,24,-358
15,2,24,-346
15,2,24,-359
15,2,24,-392
15,2,24,-306
15,2,24,-336
15,2,24,-367
15,2,24,-365
15,2,24,-383
15,2,24,-330
15,2,24,-369
15,2,24,-352
15,2,24,-297
15,2,24,-359
15,2,24,-411
15,2,24,-363
15,2,24,-347
15,2,25,-397
15,2,25,-343
15,2,25,-392
15,2,25,-397
15,2,25,-378
15,2,25,-377
15,2,25,-383
15,2,25,-363
15,2,25,-398
15,2,25,-413
15,2,25,-324
15,2,25,-316
15,2,25,-367
15,2,25,-366
15,2,25,-416
15,2,25,-387
15,2,25,-363
15,2,25,-352
15,2,25,-336
15,2,25,-404
15,2,25,-364
15,2,25,-391
15,2,25,-356
15,2,25,-410
15,2,25,-393
15,2,25,-349
15,2,25,-421
15,2,25,-336
15,2,25,-382
15,2,25,-393
15,2,25,-335
15,2,25,-357
15,2,25,-367
15,2,25,-359
15,2,25,-332
15,2,25,-393
15,2,25,-322
15,2,25,-387
15,2,25,-360
15,2,25,-402
15,2,25,-394
15,2,25,-349
15,2,25,-341
15,2,25,-358
15,2,25,-359
15,2,25,-390
15,2,25,-325
15,2,25,-369
15,2,25,-383
15,2,25,-392
15,2,25,-387
15,2,25,-375
15,2,25,-399
15,2,25,-378
15,2,25,-357
15,2,25,-388
15,2,25,-371
15,2,25,-334
15,2,25,-329
15,2,25,-345
15,2,25,-334
15,2,25,-404
15,2,25,-341
15,2,25,-368
15,2,25,-364
15,2,25,-400
15,2,25,-368
15,2,25,-369
15,2,25,-363
15,2,25,-308
15,2,25,-350
15,2,25,-372
15,2,25,-406
15,2,25,-336
15,2,25,-389
15,2,25,-360
15,2,25,-372
15,2,25,-340
15,2,25,-380
15,2,25,-395
15,2,25,-424
15,2,25,-370
15,2,25,-319
15,2,25,-393
15,2,25,-367
15,2,25,-376
15,2,25,-358
15,2,25,-403
15,2,25,-364
15,2,25,-369
15,2,25,-329
15,2,25,-423
15,2,25,-367
15,2,25,-346
15,2,25,-395
15,2,25,-334
15,2,25,-353
15,2,25,-403
15,2,25,-400
15,2,25,-354
15,2,26,-370
15,2,26,-358
15,2,26,-413
15,2,26,-382
15,2,26,-430
15,2,26,-396
15,2,26,-361
15,2,26,-386
15,2,26,-411
15,2,26,-375
15,2,26,-373
15,2,26,-388
15,2,26,-373
15,2,26,-371
15,2,26,-429
15,2,26,-390
15,2,26,-415
15,2,26,-426
15,2,26,-344
15,2,26,-339
15,2,26,-363
15,2,26,-427
15,2,26,-360
15,2,26,-381
15,2,26,-337
15,2,26,-371
15,2,26,-371
15,2,26,-389
15,2,26,-359
15,2,26,-371
15,2,26,-363
15,2,26,-398
15,2,26,-360
15,2,26,-415
15,2,26,-358
15,2,26,-447
15,2,26,-343
15,2,26,-392
15,2,26,-375
15,2,26,-427
15,2,26,-349
15,2,26,-409
15,2,26,-331
15,2,26,-340
15,2,26,-393
15,2,26,-407
15,2,26,-384
15,2,26,-408
15,2,26,-358
15,2,26,-383
15,2,26,-364
15,2,26,-400
15,2,26,-382
15,2,26,-403
15,2,26,-407
15,2,26,-372
15,2,26,-362
15,2,26,-440
15,2,26,-375
15,2,26,-368
15,2,26,-450
15,2,26,-380
15,2,26,-374
15,2,26,-359
15,2,26,-354
15,2,26,-376
15,2,26,-418
15,2,26,-383
15,2,26,-350
15,2,26,-404
15,2,26,-394
15,2,26,-342
15,2,26,-335
15,2,26,-393
15,2,26,-370
15,2,26,-405
15,2,26,-349
15,2,26,-368
15,2,26,-387
15,2,26,-362
15,2,26,-362
15,2,26,-374
15,2,26,-400
15,2,26,-383
15,2,26,-348
15,2,26,-420
15,2,26,-375
15,2,26,-372
15,2,26,-351
15,2,26,-414
15,2,26,-421
15,2,26,-360
15,2,26,-371
15,2,26,-363
15,2,26,-350
15,2,26,-366
15,2,26,-363
15,2,26,-374
15,2,26,-355
15,2,26,-323
15,2,27,-354
15,2,27,-351
15,2,27,-413
15,2,27,-371
15,2,27,-342
15,2,27,-371
15,2,27,-376
15,2,27,-361
15,2,27,-413
15,2,27,-383
15,2,27,-397
15,2,27,-386
15,2,27,-397
15,2,27,-352
15,2,27,-348
15,2,27,-387
15,2,27,-349
15,2,27,-362
15,2,27,-388
15,2,27,-385
15,2,27,-407
15,2,27,-391
15,2,27,-409
15,2,27,-380
15,2,27,-397
15,2,27,-429
15,2,27,-404
15,2,27,-388
15,2,27,-439
15,2,27,-360
15,2,27,-384
15,2,27,-400
15,2,27,-377
15,2,27,-370
15,2,27,-431
15,2,27,-360
15,2,27,-420
15,2,27,-361
15,2,27,-383
15,2,27,-360
15,2,27,-377
15,2,27,-363
15,2,27,-360
15,2,27,-373
15,2,27,-368
15,2,27,-396
15,2,27,-394
15,2,27,-339
15,2,27,-397
15,2,27,-374
15,2,27,-383
15,2,27,-405
15,2,27,-364
15,2,27,-422
15,2,27,-342
15,2,27,-402
15,2,27,-430
15,2,27,-446
15,2,27,-378
15,2,27,-359
15,2,27,-415
15,2,27,-365
15,2,27,-390
15,2,27,-376
15,2,27,-447
15,2,27,-401
15,2,27,-361
15,2,27,-380
15,2,27,-388
15,2,27,-388
15,2,27,-368
15,2,27,-333
15,2,27,-403
15,2,27,-412
15,2,27,-364
15,2,27,-427
15,2,27,-365
15,2,27,-386
15,2,27,-397
15,2,27,-405
15,2,27,-394
15,2,27,-425
15,2,27,-356
15,2,27,-358
15,2,27,-370
15,2,27,-448
15,2,27,-384
15,2,27,-396
15,2,27,-383
15,2,27,-394
15,2,27,-342
15,2,27,-368
15,2,27,-366
15,2,27,-391
15,2,27,-411
15,2,27,-401
15,2,27,-358
15,2,27,-381
15,2,27,-397
15,2,27,-353
15,2,28,-415
15,2,28,-396
15,2,28,-453
15,2,28,-403
15,2,28,-351
15,2,28,-356
15,2,28,-361
15,2,28,-416
15,2,28,-386
15,2,28,-336
15,2,28,-421
15,2,28,-391
15,2,28,-415
15,2,28,-371
15,2,28,-411
15,2,28,-383
15,2,28,-389
15,2,28,-422
15,2,28,-375
15,2,28,-431
15,2,28,-391
15,2,28,-353
15,2,28,-350
15,2,28,-370
